사번,재직여부,나이,재직일수,퇴사자여부,입사시나이,재직대비나이비율,이전경력일수,이전회사수,관련경력비율,이전평균재직기간,STEM전공여부,부서변경횟수,평균부서소속일수,현재부서소속일수,승진횟수,평균승진속도일수,현재직급소속일수,승진비율,프로젝트수,평균프로젝트기간,현재총연봉,평균연봉상승률,평균변동급비율,총경력연수,최근평가점수,평균평가점수,평가점수표준편차,평가점수추세,최근1년평가점수,최근2년평가점수,평균초과근무_분,평균야간근무_분,최근1년초과근무,최근2년초과근무,병가사용비율,평균휴가기간,연평균휴가일수,총결근일수,결근횟수,성별_M,국적_Other,최종학위_박사,최종학위_석사,최종학위_전문학사,최종학위_학사,최종전공계열_Unknown,최종전공계열_기타,최종전공계열_기타공학계열,최종전공계열_디자인계열,최종전공계열_사회과학계열,최종전공계열_상경계열,최종전공계열_어문계열,최종전공계열_인문계열,최종전공계열_자연과학계열,최종학교레벨_1.0,최종학교레벨_2.0,최종학교레벨_3.0,최종학교레벨_4.0,현재직책정보_Member,경력대비연봉수준_정보 없음,경력대비연봉수준_중,경력대비연봉수준_하,현재부서_본부_Operating Division,현재부서_본부_Planning Division,현재부서_본부_Sales Division,현재부서_실_Engineering Office,현재부서_실_Finance Office,현재부서_실_Global Sales Office,현재부서_실_Marketing Office,현재부서_실_Production Office,현재부서_실_QA Office,현재부서_실_R&D Office,현재부서_실_Strategy Office,현재직무_대분류_Management Support,현재직무_대분류_Planning,현재직무_대분류_Production & Engineering,현재직무_대분류_Sales & Marketing,현재직무_중분류_Data Scientist,현재직무_중분류_Engineering,현재직무_중분류_Finance,현재직무_중분류_HR,현재직무_중분류_Infrastructure,현재직무_중분류_Marketing,현재직무_중분류_Production Management,현재직무_중분류_SW Developer,현재직무_중분류_Sales,현재직위_Manager,현재직위_Staff
E00011,N,26,493,1,24.48186173853525,0.05191386300215869,95.0,1.0,0.0,95.0,0.0,1,493.0,727,0.0,0.0,0.0,0.0,2.0,194.0,49928585.72916667,-8.69,10.715,1.6098562628336757,49.65,58.76333333333333,11.012358209454202,-21.358503637940245,49.65,58.76333333333333,-25.918032786885245,0.39344262295081966,86.0,70.0,0.16666666666666666,0.8918918918918919,24.43204868154158,169.0,1.0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
E00012,Y,25,4092,0,14.584531143052704,0.44813141683778235,1021.0,2.0,0.5,510.5,0.0,2,2045.5,3665,2.0,736.0,196.0,0.17851906158357772,0.0,0.0,128193192.0,5.843333333333334,22.811666666666667,13.998631074606434,93.7,70.59555555555556,16.28111491200089,4.734409809958802,93.7,77.55333333333334,43.99475982532751,5.82882096069869,24.846153846153847,32.5,0.023923444976076555,0.885593220338983,9.321236559139786,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
E00013,Y,30,3072,0,21.880903490759753,0.28035592060232717,32.0,1.0,0.0,32.0,0.0,3,1023.3333333333334,1930,1.0,1657.0,1657.0,0.118896484375,0.0,0.0,79443832.0,7.303333333333334,25.266666666666666,8.498288843258042,75.92,80.74777777777778,11.961800426543006,-2.990005595350025,75.92,73.12333333333333,14.767400881057268,2.171806167400881,5.648648648648648,9.840314136125654,0.00851063829787234,0.8969465648854962,13.960774739583332,0.0,0.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
E00014,N,45,1122,1,32.23271731690623,0.06826374629249372,0.0,0.0,0.0,0.0,0.0,1,674.5,4214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0718685831622174,0.0,0.0,0.0,0.0,64.52,62.91333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
E00015,N,30,171,1,27.668720054757017,0.015605749486652977,0.0,0.0,0.0,0.0,0.0,1,171.0,903,0.0,0.0,0.0,0.0,0.0,0.0,40915344.166666664,-8.21,7.48,0.4681724845995893,48.35,53.225,6.894291116568838,-19.446721311477912,64.52,48.35,-43.875,0.0,0.0,0.0,0.12903225806451613,0.9117647058823529,47.525143,0.0,0.0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
E00016,N,37,875,1,33.50855578370979,0.0647464713173132,0.0,0.0,0.0,0.0,1.0,2,436.5,835,0.0,0.0,0.0,0.0,0.0,0.0,46047899.42857143,-0.44333333333333275,13.916666666666666,2.3956194387405887,47.6,54.375,9.247520208142289,-6.0001541666029015,64.52,52.79,10.957303370786518,0.0,0.0,18.513761467889907,0.011235955056179775,0.89,18.562857142857144,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
E00017,N,44,1263,1,40.59411362080767,0.07858876236699645,0.0,0.0,0.0,0.0,0.0,3,314.75,104,0.0,0.0,0.0,0.0,0.0,0.0,51650058.54368932,3.8474999999999997,15.335,3.457905544147844,52.8,57.879999999999995,18.392415103333583,6.350881564358354,52.8,65.33999999999999,31.75,0.3560126582278481,94.28571428571429,54.15141955835962,0.04819277108433735,0.9021739130434783,23.986539984164686,0.0,0.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
E00018,N,34,4226,1,19.537303216974674,0.34029874783589,0.0,0.0,0.0,0.0,0.0,1,4225.0,5340,2.0,1549.5,3118.0,0.17285849503076195,0.0,0.0,104186399.95833333,-2.6133333333333333,14.503333333333332,11.570157426420261,47.5,49.519999999999996,1.5424655587727087,-1.2171191381644517,64.52,62.91333333333334,64.91564147627416,7.987697715289983,0.0,0.0,0.0,0.8538461538461538,4.793539990534785,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
E00019,Y,43,980,0,41.10335386721424,0.06239752956719673,751.0,1.0,0.0,751.0,0.0,1,489.5,743,0.0,0.0,0.0,0.0,0.0,0.0,65292207.0,-0.61,26.340000000000003,4.739219712525667,76.3,80.806,17.061502864636516,-13.273770315192767,76.3,72.46333333333332,28.010309278350515,1.088659793814433,29.816568047337277,29.68044077134986,0.07913669064748201,0.9391891891891891,25.885204081632654,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
E00020,N,40,2478,1,26.587268993839835,0.16960985626283367,0.0,0.0,0.0,0.0,0.0,2,946.0,3421,1.0,805.0,3299.0,0.14739709443099275,0.0,0.0,0.0,0.0,0.0,6.784394250513347,0.0,0.0,0.0,0.0,64.52,62.91333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
E00021,Y,30,943,0,28.27378507871321,0.08605977640885239,0.0,0.0,0.0,0.0,0.0,2,471.0,377,1.0,12.0,12.0,0.38732767762460235,0.0,0.0,59327560.0,4.276666666666666,16.71,2.5817932922655715,31.3,33.519999999999996,2.7338525929537605,-2.504195609991067,31.3,31.776666666666667,16.68076109936575,0.4608879492600423,28.397849462365592,17.793010752688172,0.015625,0.8767123287671232,24.772004241781552,0.0,0.0,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
E00022,N,25,190,1,24.88158795345654,0.02080766598220397,0.0,0.0,0.0,0.0,0.0,1,189.0,308,0.0,0.0,0.0,0.0,0.0,0.0,41746959.083769634,0.0,0.0,0.5201916495550992,53.15,53.15,0.0,0.0,53.15,53.15,9.438775510204081,0.0,9.438775510204081,9.438775510204081,0.0,1.0,46.10526315789474,0.0,0.0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
E00023,N,41,2297,1,33.648186173853524,0.1533864209278643,0.0,0.0,0.0,0.0,1.0,4,573.5,1473,1.0,121.0,743.0,0.1590117544623422,0.0,0.0,57416274.13934426,2.396,19.614,6.288843258042436,87.92,73.50428571428571,16.674363413278943,4.1054826601478585,64.52,87.92,32.99876695437731,4.122071516646116,0.0,9.0,0.0335195530726257,0.9132653061224489,14.22181105790161,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
E00024,N,30,5212,1,15.865845311430528,0.4756559434177504,1467.0,3.0,1.0,489.0,0.0,1,2605.0,5232,3.0,1447.6666666666667,927.0,0.21023599386032232,1.0,648.0,149137868.27743903,2.486666666666667,19.503333333333334,18.286105407255306,58.1,67.94111111111111,15.455281010422008,-6.054102606943625,58.1,54.61000000000001,21.81401617250674,4.734950584007188,11.228915662650602,11.916434540389972,0.0196078431372549,0.9026548672566371,7.143131235610131,81.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
E00025,N,27,1810,1,14.715947980835045,0.18353740461885568,29.0,1.0,0.0,29.0,0.0,2,904.0,4122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.034907597535934,0.0,0.0,0.0,0.0,64.52,62.91333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
E00026,Y,34,138,0,34.05612594113621,0.011112453194830294,2187.0,3.0,0.0,729.0,0.0,1,138.0,138,0.0,0.0,0.0,0.0,0.0,0.0,69554075.55555557,0.0,20.91,6.365503080082136,0.0,0.0,0.0,0.0,64.52,62.91333333333334,8.545454545454545,0.0,8.545454545454545,8.545454545454545,0.0,1.0,48.422351,0.0,0.0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
E00027,N,40,852,1,31.854893908281998,0.05831622176591376,0.0,0.0,0.0,0.0,0.0,2,425.5,2204,0.0,0.0,0.0,0.0,0.0,0.0,49362760.84745763,0.0,0.0,2.3326488706365502,0.0,0.0,0.0,0.0,64.52,62.91333333333334,-17.416666666666668,0.0,0.0,0.0,0.06666666666666667,0.9375,6.426056338028169,0.0,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
E00028,N,39,888,1,29.078713210130047,0.062338756383930924,0.0,0.0,0.0,0.0,0.0,2,443.0,2934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.431211498973306,0.0,0.0,0.0,0.0,64.52,62.91333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
E00029,Y,42,505,0,41.56331279945243,0.03291939636908836,3254.0,2.0,0.5,1627.0,0.0,1,505.0,505,0.0,0.0,0.0,0.0,0.0,0.0,89465332.0,9.03,15.975,10.291581108829568,74.04,68.92,7.240773439350253,20.53626373625836,74.04,68.92,8.210526315789474,0.0,9.794444444444444,8.210526315789474,0.0,0.9634146341463414,28.54950495049505,0.0,0.0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
E00030,N,39,2586,1,28.750171115674195,0.18154056757752857,574.0,1.0,0.0,574.0,0.0,1,2585.0,3984,1.0,1720.0,3118.0,0.14124129930394433,0.0,0.0,90220892.10526316,-0.3266666666666668,11.943333333333333,8.65160848733744,39.16,43.64000000000001,4.692803000339992,-4.066619962170675,64.52,62.91333333333334,72.49172576832152,9.94562647754137,0.0,0.0,0.016129032258064516,0.9117647058823529,8.750966744006186,0.0,0.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
E00031,Y,39,1411,0,35.27720739219713,0.09905403745239474,2163.0,1.0,0.0,2163.0,0.0,2,705.0,743,1.0,196.0,196.0,0.2588589652728561,1.0,363.5,90287976.0,7.760000000000001,21.985,9.78507871321013,87.15,64.71285714285715,15.161075944982395,8.27009959549622,87.15,73.83,10.53631284916201,0.0,12.757225433526012,12.081232492997199,0.0,0.9285714285714286,20.177179305457123,184.0,2.0,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
E00032,N,31,2410,1,17.505817932922657,0.21284581925768917,331.0,1.0,1.0,331.0,0.0,4,755.4,3665,1.0,1392.0,4214.0,0.15155601659751036,0.0,0.0,0.0,0.0,0.0,7.5044490075290895,0.0,0.0,0.0,0.0,64.52,62.91333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
E00033,N,37,117,1,36.92265571526352,0.008657528164715022,0.0,0.0,0.0,0.0,0.0,1,116.0,134,0.0,0.0,0.0,0.0,0.0,0.0,42511676.822033904,0.0,0.0,0.3203285420944558,0.0,0.0,0.0,0.0,64.52,62.91333333333334,-3.5,0.0,115.0,67.0,0.0,0.7954545454545454,47.229112,0.0,0.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
E00034,Y,29,2271,0,23.520876112251884,0.21440203922679318,1409.0,3.0,0.0,469.6666666666667,0.0,3,756.3333333333334,1018,1.0,927.0,927.0,0.1608322324966975,0.0,0.0,90552783.0,7.701666666666668,21.283333333333335,10.075290896646132,51.6,66.14222222222222,16.668049359311496,0.4861006435765785,51.6,63.653333333333336,27.48193832599119,3.6,6.657894736842105,10.190860215053764,0.055970149253731345,0.9640287769784173,21.536767943637166,0.0,0.0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
E00035,Y,30,2165,0,24.802190280629706,0.19758156513803332,0.0,0.0,0.0,0.0,0.0,1,2165.0,2165,1.0,196.0,196.0,0.16870669745958428,0.0,0.0,61736917.0,7.6066666666666665,20.915,5.927446954141,96.88,57.49888888888889,16.19976731657313,1.90610392973312,96.88,61.339999999999996,-46.61231569817866,3.9739809193408497,9.994897959183673,8.766233766233766,0.03007518796992481,1.0,22.422632794457275,0.0,0.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
E00036,Y,36,4971,0,22.869267624914443,0.378051562856491,0.0,0.0,0.0,0.0,0.0,1,2759.5,3940,2.0,1924.0,1657.0,0.14695232347616174,0.0,0.0,140880963.0,9.503333333333334,22.80666666666667,13.609856262833675,96.76,71.61888888888889,16.995053283561994,-4.059586019064955,96.76,69.47,15.66578947368421,1.749122807017544,9.95,8.576502732240437,0.024875621890547265,0.8973214285714286,7.37929993964997,0.0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
E00037,N,39,737,1,36.336755646817245,0.0517383597465733,0.0,0.0,0.0,0.0,0.0,2,367.5,652,0.0,0.0,0.0,0.0,0.0,0.0,55854324.93630574,-0.48666666666666697,12.666666666666666,2.0177960301163584,55.08,52.944,7.901207502654264,4.050961433602183,64.52,55.08,13.138121546961326,0.0,0.0,15.412698412698413,0.0,1.0,32.191316146540025,0.0,0.0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
E00038,N,30,573,1,24.334017796030118,0.052292950034223136,0.0,0.0,0.0,0.0,0.0,2,286.0,1748,0.0,0.0,0.0,0.0,0.0,0.0,49992093.92265193,-3.555,7.08,1.568788501026694,49.96,49.96,0.0,0.0,64.52,62.91333333333334,-59.65448504983389,15.053156146179402,0.0,0.0,0.0,0.9736842105263158,23.568935427574168,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
E00039,Y,31,1298,0,28.205338809034906,0.11463646199024088,0.0,0.0,0.0,0.0,0.0,2,648.5,652,0.0,0.0,0.0,0.0,0.0,0.0,61495345.0,5.8375,20.535,3.5537303216974676,63.5,62.332857142857144,9.488871928537687,1.6225259224301798,63.5,65.63666666666667,17.241324921135647,0.361198738170347,13.629213483146067,13.581196581196581,0.012269938650306749,0.8956043956043956,22.917950693374426,0.0,0.0,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
E00040,N,33,1486,1,22.587268993839835,0.1232862505963122,7.0,1.0,0.0,7.0,0.0,3,494.3333333333333,2934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.087611225188227,0.0,0.0,0.0,0.0,64.52,62.91333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
